T_Acc,Alanine,Asparagine,Aspartic.acid,Butanoic.acid.4.amino.,Citric.acid,Fructose,Fumaric.acid,Galactinol,Galactose,Glucose,Glutamic.acid,Glutamine,Glycine,Isoleucine,Lactic.acid,Leucine,Lysine,Malic.acid,Maltose,Myo.Inositol,Ornithine,Oxoglutaric.acid,Phenylalanine,Proline,Putrescine,Pyruvic.acid,Raffinose,Serine,Spermidine,Succinic.acid,Sucrose,Threitol,Threonic.acid,Threonine,Trehalose,Tyrosine,Valine
6C_9808,0.126034397,0.394020488,0.332108887,-0.819192889,0.987565094,0.106247792,-0.629509306,1.296445382,-0.205217679,0.166507165,0.748838612,0.195027145,-0.590835151,-0.644642154,0.176121167,-0.420705047,-0.44163208,0.673935142,0.039803583,0.797133947,-0.330730014,-0.240846846,-1.335468546,0.785665586,-0.127497598,-0.599771143,1.153140805,-1.367293931,-0.473971649,-0.574906811,-0.499544515,-0.348840003,0.041634647,-1.260189621,0.618265847,-0.326479816,-0.201054143
6C_9819,0.424511296,-0.100621573,-0.065819498,-0.249220641,-0.29925886,-0.431502844,-0.591203973,0.156779018,0.415445545,-0.40740945,0.393276059,0.07435034,-0.643175003,-0.336132282,0.8595678,-0.158558416,0.123046264,-0.034856559,-0.134091211,0.23780325,0.169282643,0.311548113,-0.071957946,0.374873783,0.783288325,0.165710203,0.357283993,-0.22536832,0.040368374,-0.3988781,-0.863223877,-0.611057342,-0.290544986,-0.537327941,-0.295114878,0.09918327,0.344453224
6C_9832,-0.080504976,0.959575058,0.484476396,-0.23007239,0.476887149,-0.537493305,-0.425713813,0.78373087,-0.508519931,-1.034184242,1.074566531,0.89683604,-1.021598359,-0.389409029,1.662763374,-1.374044648,-0.346018929,-0.049270857,-0.89936897,-0.183984889,-0.037140907,0.290830938,-0.886936545,0.98413448,0.196765207,-0.423499178,0.723797964,-0.399810856,-0.169940123,-0.71790766,0.476651651,-0.062808509,0.602894743,-1.044170135,0.161745751,0.046601026,0.585693813
6C_9854,0.837279529,0.726538698,1.090642392,-0.316493368,0.84039686,-0.849732727,-0.30260553,0.626860778,-0.501359323,-1.138476257,0.859590342,0.857445813,-0.359504904,-0.548054384,-0.046633949,-0.44802382,-0.537508088,0.543383056,-0.584916918,0.690927978,-0.279957662,0.346448564,-0.098675754,0.633958236,-0.211681634,0.101858389,0.566541017,-0.696891884,-0.27153475,-0.469947613,0.342027847,-0.550817028,-0.367382523,-0.59174204,-0.198697042,-0.055759423,0.466337416
6C_9877,0.25166189,0.398571076,0.299875926,0.05961623,0.052970272,-0.140897427,-0.122044153,0.63119203,-0.264001027,-0.378961071,1.015738819,0.190091455,-0.972327445,0.245322652,0.352199625,1.059663535,0.256520474,0.131730494,-0.126128346,0.989146763,-0.325854275,-0.098950611,0.339680029,0.769780998,0.14023272,-0.248404535,0.614719309,-0.550708158,-0.633010763,-0.625529382,-0.216809543,-0.609937172,0.243012747,-0.714141193,0.427142939,0.402187755,1.073460574
6C_9887,0.801337385,1.053032158,0.412223039,-0.109996991,1.038645448,-1.281228862,-0.639882867,1.090715363,-0.173830829,-1.01365333,1.197121298,1.012890195,-1.002241001,-0.856484409,1.340808488,0.025512236,0.066441729,-0.069930716,-0.689117257,-0.459982541,-0.185848329,0.887062874,-0.838987849,1.1233774,0.116412882,-0.435825459,1.243860529,-1.608100673,-0.192039412,-0.797284076,0.363744829,0.14227602,-0.374888962,-1.336098181,-0.363351164,1.552581572,-0.489706229
6C_9888,0.217078688,0.303583094,0.506516321,-0.169990906,0.046280894,-0.346164741,-0.551565637,0.049918435,-0.044354489,-0.393873799,0.734806369,0.354947918,-1.113810778,-0.49796898,1.246993101,0.256464334,-0.237904461,-0.503001411,0.349844295,0.475153798,-0.148734749,-0.130692113,-0.389023841,0.44267403,0.118201655,-0.327706548,0.443502206,-0.813441746,-0.122396737,-0.867834575,0.337301931,-0.762897856,0.675073323,-1.035838803,0.891974178,-0.181825106,0.315407461
6C_9890,0.677682249,0.65209411,0.356630124,-0.454982757,0.210092119,-1.348928922,-0.565208608,-0.059132205,-0.515883975,-1.133812545,0.840326242,0.306533033,-0.186126356,0.122641529,0.174206773,0.624695612,-0.117519482,-0.046781247,-0.22430875,0.179544646,-0.122660119,0.168991302,0.932072297,0.078389518,0.528708099,-0.480955665,0.009506462,0.520624624,-0.390711768,-0.346538595,0.34182835,-0.275993853,-0.422943652,-0.229179598,0.557032592,0.352864469,1.110496777
6C_9902,-0.310614179,0.77894995,0.719161659,-0.968154843,0.561803372,-0.811941231,0.5794923,0.148368289,0.076670556,-1.086559343,0.893624819,0.940354879,-0.59508993,-0.217158503,0.075995201,0.004454452,-0.190274574,0.27368758,-0.069125381,0.187421522,0.105456207,0.209346913,-0.299932736,0.630704023,0.545887058,-0.375539287,0.233751757,-0.548632028,-0.428030433,-0.267740219,0.021448762,-0.512417519,-0.111683558,-0.799236517,0.53697259,0.075240817,0.265321045
6C_9905,0.917543754,0.015597847,0.215961514,-0.457330555,0.597569385,0.18857397,0.122606207,0.372622273,-0.624185891,0.072110129,0.6008283,0.358341108,-0.182348839,-0.738166724,0.147037148,-0.55509169,-0.336260407,-0.169294924,-0.242683,0.186859352,-0.390382917,-0.199313181,0.187378157,0.192847567,-0.307787327,-0.598723445,0.109487132,-0.843077695,0.122134253,-0.938948276,0.09673889,-0.766211769,0.05623377,-0.556071851,0.324624999,-0.532773801,-0.404131293
6C_9917,0.12616817,-0.109613704,0.617525458,-0.575517246,0.699234342,-0.600249692,-0.337604838,0.365563752,-0.666714816,-0.430748949,0.601697728,0.24735309,-1.019772981,-0.28334119,0.356571473,-0.051517529,-0.208409824,0.460725057,0.556961992,0.113025531,-0.677887279,-0.300848153,0.059218374,0.318333944,-0.229020366,-0.290830732,0.742988194,-0.414531297,-0.639599538,-0.239653344,0.574291673,-0.817464328,-0.015453456,-0.576708498,0.776082558,-0.602573225,0.048284747
6C_9943,0.710226132,-0.282921484,-0.349545215,0.067620396,-0.01852696,-0.418521361,0.369124666,-0.408637582,0.107145531,-0.488482143,0.447525237,0.000322795,-0.498140146,0.513461401,0.276003901,-0.086645282,-0.227632748,-0.43150202,0.559390101,0.239018898,-0.234706013,-0.281740613,0.747663204,-0.640241987,0.908472308,-0.397861346,-0.141108013,-0.178982212,0.108172834,-0.004258779,0.422835722,-0.600661253,0.910202447,-0.459332829,1.146666575,-0.312479135,0.897523055
6C_9962,0.310548276,0.595242989,0.396827717,0.298534708,0.037257876,0.558956497,-0.403301669,0.079425183,-0.068378969,0.7374504,0.527515324,0.483048661,-1.176383565,-0.307850117,-0.116917788,0.096292363,0.121561265,0.791380429,-0.132164185,-0.097784698,0.207707918,0.500016773,0.064775503,-0.371192776,0.386814468,-0.311360447,0.237096739,0.319456928,-0.311840061,0.207184581,0.193566516,-0.497805605,-0.078141104,-0.414304399,-0.021705273,0.864585131,-0.198214306
6C_9965,0.463393182,0.44034673,0.397076519,-1.366579641,0.411232449,0.048052849,-0.346874594,0.313409291,-0.54266482,-0.120274207,0.719217742,0.664801585,-0.345824968,-0.015681935,1.490926386,-0.269915686,-0.40380194,0.838296172,-0.553122936,0.624768912,-0.657909214,-0.30429102,-0.646933152,0.439841029,0.634800088,0.16964291,0.357024034,-0.486805621,-0.284137748,-0.364516154,0.178562654,-0.166523445,-0.002951928,-0.406886529,0.329154582,-0.660920255,0.265171512
6C_9968,0.516919246,0.551683364,0.551821432,-0.642541984,0.389754869,-0.215658576,0.404856018,-0.453169812,-0.20520573,0.168911448,0.783205306,0.607082307,-0.387032657,-0.277834176,0.510675577,-0.548326938,-0.736194615,0.239819731,0.251973239,0.115871231,-0.4738636,-0.460881483,0.11494876,-0.2642704,-0.636016929,-0.533672924,-0.429087716,-0.444973279,-0.408372717,0.167420473,0.160980287,-0.871440771,0.073071606,-0.097256847,0.71748362,-0.004737226,1.094237688
6C_9978,0.489539975,0.265918535,-0.069891884,-0.241652946,-0.373944209,-0.147590551,0.031565467,0.040846823,0.183371338,-0.096413061,0.148354802,0.198437874,-0.456323333,0.274748921,-0.007535224,0.282013002,0.406309664,-0.087534119,0.233281888,-0.103528053,0.134026097,0.060942616,0.732059359,0.549396419,0.301234688,0.182016192,0.349606359,-0.385083357,-0.34972919,-0.728959211,0.140805899,-0.373517136,-0.714370148,-0.758311543,-0.437273092,0.577532423,1.082584865
6C_9983,0.817869492,0.760953814,0.380773013,-0.919738456,0.791748667,-0.573687636,-0.963829334,-0.045060535,-0.618393714,-0.832246453,0.93067451,0.863542079,-0.432048621,-0.110872027,0.840156776,-0.65104795,-0.055909436,0.01511886,-0.139441313,0.18035308,0.149175704,0.036754393,-0.018859948,0.703455179,1.126010239,-0.278322412,0.56888629,-0.052751113,0.230003258,-0.515337398,-0.154698121,-0.094035296,0.183774538,-0.450805817,0.335556783,0.256886367,0.12174913
6C_10012,0.975799006,0.092323325,-0.116342838,-0.027971229,0.529599434,0.022494596,-1.319789452,-0.828376193,-0.984543862,0.186681145,0.840108273,0.20009104,-0.331048261,0.728626687,1.018948305,-0.873090571,-0.897959487,-0.154297499,-0.568308322,0.769700041,-0.15130906,-0.348409632,-0.049756025,0.171105735,0.993450208,0.148262401,-0.258324399,0.161044694,-0.037507409,-0.577270681,0.68593588,-0.608376087,0.202374069,-0.392435369,0.059399663,-0.321815398,1.939265032
6C_10020,0.46879321,0.446206061,0.610491113,-0.628173317,0.802014608,0.527440589,-0.309604351,0.81006004,-0.515323325,0.266858518,0.204869165,0.547216414,-0.96085174,-0.665741405,0.276037986,-0.68916992,-0.550741818,0.934478005,-0.474528747,0.55799522,-0.797396287,-0.449455357,-0.056754793,0.474807121,0.008334015,-0.899866337,1.06471642,-0.801884924,-0.873724704,-0.238034639,0.832860421,-0.97948317,0.033402063,-1.040979603,-0.218039761,-0.677873681,-0.246629703
6C_15593,0.412020513,-0.164667431,-0.363064331,-0.90331808,-0.322258316,0.415244624,0.527686653,0.549778309,-0.374042715,0.396008098,0.282445698,-0.242823193,-0.724475488,-0.140578103,-0.35504696,0.043290091,-0.165278492,-0.53010949,0.169002866,0.717752891,-0.791663048,-0.681083471,0.520215787,0.354073521,-0.377091582,-0.400767064,0.583405276,-0.416878471,-0.181616906,-0.480246251,0.564715631,-1.049013914,-0.334006257,-0.619933417,0.912076484,-0.826645475,-0.031137404
